Diop	Acidaminococcus fermentans
Diop	Acidaminococcus intestini
Diop	Acinetobacter antiviralis
Diop	Acinetobacter baumannii
Diop	Acinetobacter calcoaceticus
Diop	Acinetobacter johnsonii
Diop	Actinobaculum massiliense
Diop	Actinomyces europaeus
Diop	Actinomyces graevenitzii
Diop	Actinomyces hongkongensis
Diop	Actinomyces israelii
Diop	Actinomyces naeslundii
Diop	Actinomyces neuii
PubMed	Actinomyces urinae
Diop	Actinomyces urogenitalis
Diop	Actinomyces viscosus
Diop	Actinotignum schaalii
PubMed	Actinotignum timonense
PubMed	Actinotignum urinale
Diop	Aerococcus christensenii
Diop	Aerococcus sanguinicola
Diop	Aerococcus urinae
Diop	Aerococcus viridans
Diop	Aeromonas encheleia
Diop	Aeromonas hydrophila
Diop	Aeromonas salmonicida
Diop	Afipia massiliensis
Diop	Agrobacterium tumefaciens
Diop	Algoriphagus aquatilis
Diop	Aliivibrio wodanis
Diop	Alistipes finegoldii
Diop	Alloiococcus otitis
Diop	Alloprevotella tannerae
Diop	Alloscardovia omnicolens
Diop	Altererythrobacter epoxidivorans
Diop	Ammoniphilus oxalaticus
Diop	Amnibacterium kyonggiense
Diop	Anaerococcus hydrogenalis
Diop	Anaerococcus lactolyticus
Diop	Anaerococcus mediterraneensis
Diop	Anaerococcus murdochii
Diop	Anaerococcus obesiensis
Diop	Anaerococcus octavius
Diop	Anaerococcus prevotii
Diop	Anaerococcus tetradius
Diop	Anaerococcus vaginalis
Diop	Anaerocolumna jejuensis
Diop	Anaeroglobus geminatus
Diop	Anaerorhabdus furcosa
Diop	Anoxybacillus pushchinoensis
Diop	Aquabacterium parvum
Diop	Arcanobacterium phocae
PubMed	Arcanobacterium urinimassiliense
Diop	Asticcacaulis excentricus
Diop	Atopobium deltae
Diop	Atopobium minutum
Diop	Atopobium parvulum
Diop	Atopobium rimae
Diop	Atopobium vaginae
Diop	Avibacterium gallinarum
Diop	Bacillus acidicola
Diop	Bacillus atrophaeus
Diop	Bacillus cereus
Diop	Bacillus coahuilensis
Diop	Bacillus gaemokensis
Diop	Bacillus indicus
Diop	Bacillus methanolicus
Diop	Bacillus mycoides
Diop	Bacillus oleronius
Diop	Bacillus pumilus
Diop	Bacillus shackletonii
Diop	Bacillus sporothermodurans
Diop	Bacillus subtilis
Diop	Bacillus wakoensis
Diop	Bacteroides barnesiae
Diop	[Bacteroides] coagulans
Diop	Bacteroides dorei
Diop	Bacteroides faecis
Diop	Bacteroides fragilis
Diop	Bacteroides nordii
Diop	Bacteroides ovatus
Diop	Bacteroides salyersiae
Diop	Bacteroides stercoris
Diop	Bacteroides thetaiotaomicron
Diop	Bacteroides uniformis
Diop	Bacteroides vulgatus
Diop	Bacteroides xylanisolvens
Diop	Bacteroides zoogleoformans
Diop	Barnesiella viscericola
Diop	Bhargavaea cecembensis
Diop	Bifidobacterium adolescentis
Diop	Bifidobacterium biavatii
Diop	Bifidobacterium bifidum
Diop	Bifidobacterium breve
Diop	Bifidobacterium dentium
Diop	Bifidobacterium longum
Diop	Bifidobacterium longum subsp. infantis
Diop	Bifidobacterium pseudocatenulatum
Diop	Bifidobacterium scardovii
Diop	Bilophila wadsworthia
Diop	Blautia hydrogenotrophica
Diop	Blautia obeum
Diop	Blautia producta
Diop	Brachybacterium faecium
Diop	Bradyrhizobium japonicum
Diop	Brevibacterium luteolum
Diop	Brevibacterium mcbrellneri
Diop	Brevibacterium otitidis
Diop	Brevibacterium paucivorans
Diop	Brevibacterium ravenspurgense
Diop	Bulleidia extructa
Diop	Burkholderia cenocepacia
Diop	Burkholderia cepacia
Diop	Caldicellulosiruptor saccharolyticus
Diop	Caldimonas taiwanensis
Diop	Campylobacter fetus subsp. venerealis
Diop	Campylobacter gracilis
Diop	Campylobacter hominis
Diop	Campylobacter sputorum
Diop	Campylobacter ureolyticus
Diop	Capnocytophaga ochracea
Diop	Capnocytophaga sputigena
Diop	Cardiobacterium hominis
Diop	Catonella morbi
Diop	Chlamydia abortus
Diop	Chlamydia pneumoniae
PubMed	Chlamydia psittaci
Diop	Chlamydia trachomatis
Diop	Chondromyces robustus
Diop	Chryseobacterium aquaticum
Diop	Citrobacter freundii
Diop	Citrobacter koseri
Diop	Citrobacter youngae
Diop	Cloacibacterium normanense
Diop	Clostridioides difficile
Diop	Clostridium cavendishii
Diop	Clostridium colicanis
Diop	Clostridium perfringens
Diop	[Clostridium] viride
Diop	Collinsella vaginalis
Diop	Comamonas terrigena
Diop	Corynebacterium accolens
Diop	Corynebacterium amycolatum
Diop	Corynebacterium appendicis
Diop	Corynebacterium aurimucosum
Diop	Corynebacterium bovis
Diop	Corynebacterium coyleae
Diop	Corynebacterium fournierii
Diop	Corynebacterium freneyi
Diop	Corynebacterium genitalium
Diop	Corynebacterium glucuronolyticum
Diop	Corynebacterium glutamicum
Diop	Corynebacterium jeikeium
Diop	Corynebacterium kroppenstedtii
Diop	Corynebacterium lactis
Diop	Corynebacterium lipophiloflavum
Diop	Corynebacterium matruchotii
Diop	Corynebacterium minutissimum
Diop	Corynebacterium mucifaciens
Diop	Corynebacterium nuruki
Diop	Corynebacterium otitidis
Diop	Corynebacterium pseudodiphtheriticum
Diop	Corynebacterium pseudogenitalium
Diop	Corynebacterium pyruviciproducens
Diop	Corynebacterium riegelii
Diop	Corynebacterium singulare
Diop	Corynebacterium striatum
Diop	Corynebacterium tuberculostearicum
Diop	Corynebacterium tuscaniense
Diop	Corynebacterium urealyticum
PubMed	Corynebacterium urinapleomorphum
Diop	Corynebacterium xerosis
Diop	Cronobacter sakazakii
Diop	Cryobacterium psychrophilum
Diop	Curtobacterium flaccumfaciens
Diop	Cutibacterium acnes
Diop	Cutibacterium avidum
Diop	Cutibacterium granulosum
Diop	Cytophaga xylanolytica
Diop	Dakarella massiliensis
Diop	Deinococcus radiophilus
Diop	Delftia tsuruhatensis
Diop	Dermabacter hominis
Diop	Dermabacter vaginalis
Diop	Desulfovibrio desulfuricans
Diop	Desulfovibrio fairfieldensis
Diop	Desulfovibrio intestinalis
Diop	Desulfovibrio piger
Diop	Desulfovibrio vulgaris
Diop	Dialister invisus
Diop	Dialister micraerophilus
Diop	Dialister pneumosintes
Diop	Dialister propionicifaciens
Diop	Dickeya chrysanthemi
Diop	Dorea longicatena
Diop	Eggerthella lenta
Diop	Eggerthia catenaformis
Diop	Eikenella corrodens
Diop	Enhydrobacter aerosaccus
Diop	Enterobacter asburiae
Diop	Enterobacter cloacae
Diop	Enterococcus avium
Diop	Enterococcus durans
Diop	Enterococcus faecalis
Diop	Enterococcus faecium
Diop	Enterococcus hirae
Diop	Enterococcus raffinosus
Diop	Erwinia persicina
Diop	Erwinia rhapontici
Diop	Erwinia toletana
Diop	Erysipelatoclostridium ramosum
Diop	Escherichia coli
Diop	Escherichia fergusonii
Diop	Eubacterium brachy
Diop	[Eubacterium] eligens
Diop	Eubacterium nodatum
Diop	[Eubacterium] rectale
Diop	Eubacterium saphenum
Diop	[Eubacterium] siraeum
Diop	Eubacterium sulci
Diop	[Eubacterium] yurii
Diop	Exiguobacterium acetylicum
Diop	Ezakiella massiliensis
Diop	Facklamia hominis
Diop	Facklamia ignava
Diop	Faecalibacterium prausnitzii
Diop	Fenollaria massiliensis
Diop	Filifactor alocis
Diop	Finegoldia magna
Diop	Fusobacterium gonidiaformans
Diop	Fusobacterium mortiferum
Diop	Fusobacterium necrophorum
Diop	Fusobacterium nucleatum
Diop	Fusobacterium periodonticum
Diop	Gardnerella vaginalis
Diop	Gemella asaccharolytica
Diop	Gemella bergeri
Diop	Gemella haemolysans
Diop	Gemella morbillorum
Diop	Gemella sanguinis
Diop	Geobacillus stearothermophilus
Diop	Geobacillus thermocatenulatus
Diop	Geobacter grbiciae
PubMed	Globicatella sanguinis
Diop	Granulicatella elegans
Diop	[Haemophilus] ducreyi
Diop	Haemophilus haemolyticus
Diop	Haemophilus influenzae
Diop	Haemophilus parahaemolyticus
Diop	Haemophilus parainfluenzae
Diop	Hafnia alvei
Diop	Halomonas meridiana
Diop	Halomonas phoceae
Diop	Halomonas venusta
Diop	Herbaspirillum seropedicae
Diop	Janthinobacterium lividum
Diop	Jonquetella anthropi
Diop	Khoudiadiopia massiliensis
Diop	Klebsiella aerogenes
Diop	Klebsiella granulomatis
Diop	Klebsiella oxytoca
Diop	Klebsiella pneumoniae
Diop	Klebsiella pneumoniae subsp. ozaenae
PubMed	Lachnoclostridium phocaeense
Diop	Lactobacillus acidophilus
Diop	Lactobacillus agilis
Diop	Lactobacillus amylovorus
Diop	Lactobacillus brevis
Diop	Lactobacillus casei
Diop	Lactobacillus coleohominis
Diop	Lactobacillus crispatus
Diop	Lactobacillus curvatus
Diop	Lactobacillus delbrueckii
Diop	Lactobacillus fermentum
Diop	Lactobacillus fornicalis
Diop	Lactobacillus gasseri
Diop	Lactobacillus helveticus
Diop	Lactobacillus iners
Diop	Lactobacillus jensenii
Diop	Lactobacillus johnsonii
Diop	Lactobacillus kalixensis
Diop	Lactobacillus kefiranofaciens
Diop	Lactobacillus kimchicus
Diop	Lactobacillus kitasatonis
Diop	Lactobacillus mucosae
Diop	Lactobacillus nagelii
Diop	Lactobacillus oris
Diop	Lactobacillus panis
Diop	Lactobacillus paracasei
Diop	Lactobacillus pentosus
Diop	Lactobacillus plantarum
Diop	Lactobacillus pontis
Diop	Lactobacillus raoultii
Diop	Lactobacillus reuteri
Diop	Lactobacillus rhamnosus
Diop	Lactobacillus ruminis
Diop	Lactobacillus sakei
Diop	Lactobacillus salivarius
Diop	Lactobacillus ultunensis
Diop	Lactobacillus vaginalis
Diop	Lactococcus lactis
Diop	Leptotrichia buccalis
Diop	Leuconostoc carnosum
Diop	Leuconostoc citreum
Diop	Leuconostoc garlicum
Diop	Leuconostoc lactis
Diop	Leuconostoc mesenteroides
Diop	Listeria monocytogenes
Diop	Lysinimonas kribbensis
Diop	Mageeibacillus indolicus
Diop	Maribacter orientalis
Diop	Marinomonas protea
Diop	Marinospirillum insulare
Diop	Massilia timonae
Diop	Massilibacteroides vaginae
Diop	Megasphaera elsdenii
Diop	Megasphaera micronuciformis
Diop	Mesorhizobium amorphae
Diop	Methylobacterium radiotolerans
Diop	Methylotenera versatilis
Diop	Microbacterium halophilum
Diop	Micrococcus luteus
Diop	Microterricola viridarii
Diop	Mobiluncus curtisii
Diop	Mobiluncus mulieris
Diop	Mogibacterium timidum
Diop	Moorella glycerini
Diop	Moraxella nonliquefaciens
Diop	Moraxella osloensis
Diop	Morganella morganii
Diop	Moryella indoligenes
Diop	Murdochiella asaccharolytica
Diop	Murdochiella vaginalis
Diop	Mycobacterium genavense
Diop	Mycobacterium tuberculosis
Diop	Mycoplasma alvi
Diop	Mycoplasma fermentans
Diop	Mycoplasma genitalium
Diop	Mycoplasma hominis
Diop	Mycoplasma muris
Diop	Mycoplasma penetrans
Diop	Mycoplasma pirum
Diop	Mycoplasma pneumoniae
Diop	Mycoplasma salivarium
Diop	Negativicoccus succinicivorans
Diop	Neisseria elongata
Diop	Neisseria flava
Diop	Neisseria gonorrhoeae
Diop	Neisseria lactamica
Diop	Neisseria meningitidis
Diop	Neisseria mucosa
PubMed	Neisseria polysaccharea
Diop	Neisseria subflava
Diop	Nevskia ramosa
Diop	Nevskia soli
Diop	Nitriliruptor alkaliphilus
Diop	Odoribacter splanchnicus
Diop	Olegusella massiliensis
Diop	Oligella urethralis
Diop	Olsenella uli
Diop	Paenarthrobacter aurescens
Diop	Paenibacillus amylolyticus
Diop	Paenibacillus humicus
Diop	Paenibacillus pabuli
Diop	Paenibacillus pasadenensis
Diop	Paenibacillus pini
Diop	Paenibacillus validus
Diop	Paeniclostridium sordellii
Diop	Pantoea agglomerans
Diop	Parabacteroides merdae
Diop	Paraburkholderia fungorum
Diop	Paraburkholderia phenoliruptrix
Diop	Paracoccus yeei
Diop	Parageobacillus thermoglucosidasius
Diop	Parastreptomyces abscessus
Diop	Parvimonas micra
Diop	Pasteurella aerogenes
Diop	Pasteurella bettyae
Diop	Pasteurella multocida
Diop	Pectobacterium betavasculorum
Diop	Pectobacterium carotovorum
Diop	Pediococcus acidilactici
Diop	Pediococcus ethanolidurans
Diop	Pediococcus pentosaceus
Diop	Pedobacter alluvionis
Diop	Pedobacter wanjuense
Diop	Pelomonas aquatica
Diop	Peptococcus niger
Diop	Peptoniphilus asaccharolyticus
Diop	Peptoniphilus coxii
Diop	Peptoniphilus gorbachii
Diop	Peptoniphilus harei
Diop	Peptoniphilus indolicus
Diop	Peptoniphilus lacrimalis
Diop	Peptoniphilus massiliensis
Diop	Peptoniphilus pacaensis
Diop	Peptoniphilus raoultii
Diop	Peptoniphilus vaginalis
Diop	Peptostreptococcus anaerobius
Diop	Peptostreptococcus massiliae
Diop	Peptostreptococcus stomatis
Diop	Photobacterium angustum
Diop	Photobacterium frigidiphilum
Diop	Photobacterium phosphoreum
Diop	Porphyromonas asaccharolytica
Diop	Porphyromonas bennonis
Diop	Porphyromonas catoniae
Diop	Porphyromonas endodontalis
Diop	Porphyromonas gingivalis
Diop	Porphyromonas levii
Diop	Porphyromonas somerae
Diop	Porphyromonas uenonis
Diop	Prevotella amnii
Diop	Prevotella baroniae
Diop	Prevotella bergensis
Diop	Prevotella bivia
Diop	Prevotella brevis
Diop	Prevotella buccae
Diop	Prevotella buccalis
Diop	Prevotella colorans
Diop	Prevotella copri
Diop	Prevotella corporis
Diop	Prevotella dentalis
Diop	Prevotella denticola
Diop	Prevotella disiens
Diop	Prevotella histicola
Diop	Prevotella intermedia
Diop	Prevotella lascolaii
Diop	Prevotella loescheii
Diop	Prevotella marshii
Diop	Prevotella massiliensis
Diop	Prevotella melaninogenica
Diop	Prevotella micans
Diop	Prevotella nigrescens
Diop	Prevotella oralis
Diop	Prevotella oris
Diop	Prevotella pleuritidis
Diop	Prevotella ruminicola
Diop	Prevotella shahii
Diop	Prevotella stercorea
Diop	Prevotella timonensis
Diop	Prevotella veroralis
Diop	Propionimicrobium lymphophilum
Diop	Proteus mirabilis
Diop	Proteus vulgaris
Diop	Pseudoflavonifractor capillosus
Diop	Pseudoglutamicibacter albus
Diop	Pseudoglutamicibacter cumminsii
Diop	Pseudomonas abietaniphila
Diop	Pseudomonas aeruginosa
Diop	Pseudomonas amygdali
Diop	Pseudomonas azotoformans
Diop	Pseudomonas chlororaphis
Diop	Pseudomonas cuatrocienegasensis
Diop	Pseudomonas fluorescens
Diop	Pseudomonas fulva
Diop	Pseudomonas lutea
Diop	Pseudomonas mucidolens
Diop	Pseudomonas oleovorans
Diop	Pseudomonas orientalis
Diop	Pseudomonas pseudoalcaligenes
Diop	Pseudomonas psychrophila
Diop	Pseudomonas putida
Diop	Pseudomonas synxantha
Diop	Pseudomonas syringae
Diop	Pseudomonas tolaasii
Diop	Pseudopropionibacterium propionicum
Diop	Psychrobacter phenylpyruvicus
Diop	Pyramidobacter piscolens
Diop	Rahnella aquatilis
Diop	Ralstonia pickettii
Diop	Ralstonia solanacearum
Diop	Raoultella planticola
Diop	Rhizobacter dauci
Diop	Rhizobium etli
Diop	Rhodococcus fascians
Diop	Rhodopseudomonas palustris
Diop	Roseburia intestinalis
Diop	Roseburia inulinivorans
Diop	Rothia mucilaginosa
Diop	Ruminobacter amylophilus
Diop	Ruminococcus bromii
Diop	[Ruminococcus] gnavus
Diop	[Ruminococcus] torques
BioSample	SAMEA103970041
BioSample	SAMEA104556995
BioSample	SAMEA104557126
BioSample	SAMEA17756668
BioSample	SAMEA4555320
BioSample	SAMEA4555798
BioSample	SAMEA48205918
BioSample	SAMEA48261418
BioSample	SAMN00006220
BioSample	SAMN00116774
BioSample	SAMN00847639
BioSample	SAMN03434235
BioSample	SAMN03436204
BioSample	SAMN03842476
BioSample	SAMN03842477
BioSample	SAMN03854354
BioSample	SAMN03956214
BioSample	SAMN03956215
BioSample	SAMN04108635
BioSample	SAMN04324901
BioSample	SAMN04324904
BioSample	SAMN04477603
BioSample	SAMN04477635
BioSample	SAMN04477647
BioSample	SAMN06887603
Diop	Sanguibacter keddieii
Diop	Schaalia meyeri
Diop	Schaalia odontolytica
Diop	Schaalia radingae
Diop	Schaalia turicensis
Diop	Sediminibacterium salmoneum
Diop	Selenomonas bovis
Diop	Serratia fonticola
Diop	Serratia liquefaciens
Diop	Serratia marcescens
Diop	Shewanella algae
Diop	Shewanella amazonensis
Diop	Shigella boydii
Diop	Shigella flexneri
Diop	Shigella sonnei
Diop	Slackia exigua
Diop	Sneathia amnii
Diop	Sneathia sanguinegens
Diop	Solobacterium moorei
Diop	Sorangium cellulosum
Source	Species name
Diop	Sphingobium amiense
Diop	Sphingobium japonicum
Diop	Sphingobium yanoikuyae
Diop	Sphingomonas wittichii
Diop	Sporosarcina aquimarina
Diop	Staphylococcus argenteus
Diop	Staphylococcus aureus
Diop	Staphylococcus auricularis
Diop	Staphylococcus capitis
Diop	Staphylococcus caprae
Diop	Staphylococcus epidermidis
Diop	Staphylococcus haemolyticus
Diop	Staphylococcus hominis
Diop	Staphylococcus lugdunensis
Diop	Staphylococcus muscae
Diop	Staphylococcus piscifermentans
Diop	Staphylococcus saccharolyticus
Diop	Staphylococcus saprophyticus
Diop	Staphylococcus schleiferi
Diop	Staphylococcus sciuri
Diop	Staphylococcus simiae
Diop	Staphylococcus simulans
Diop	Staphylococcus warneri
Diop	Stenotrophomonas maltophilia
Diop	Stenoxybacter acetivorans
Diop	Streptococcus acidominimus
Diop	Streptococcus agalactiae
Diop	Streptococcus anginosus
Diop	Streptococcus australis
Diop	Streptococcus constellatus
Diop	Streptococcus equinus
Diop	Streptococcus gallolyticus
Diop	Streptococcus infantarius
Diop	Streptococcus infantis
Diop	Streptococcus intermedius
Diop	Streptococcus lutetiensis
Diop	Streptococcus marimammalium
Diop	Streptococcus milleri
Diop	Streptococcus mitis
Diop	Streptococcus mutans
Diop	Streptococcus oralis
Diop	Streptococcus parasanguinis
Diop	Streptococcus phocae
Diop	Streptococcus pneumoniae
Diop	Streptococcus porcinus
Diop	Streptococcus pseudopneumoniae
Diop	Streptococcus pseudoporcinus
Diop	Streptococcus pyogenes
Diop	Streptococcus salivarius
Diop	Streptococcus sanguinis
Diop	Streptococcus thermophilus
Diop	Streptococcus uberis
PubMed	Streptococcus urinalis
Diop	Streptococcus viridans
Diop	Sutterella wadsworthensis
Diop	Tannerella forsythia
Diop	Terrahaemophilus aromaticivorans
Diop	Treponema denticola
Diop	Treponema maltophilum
Diop	Treponema parvum
Diop	Treponema vincentii
Diop	Trinickia caryophylli
Diop	Trueperella bernardiae
Diop	Ureaplasma parvum
Diop	Ureaplasma urealyticum
PubMed	Urinicoccus massiliensis
Diop	Vaginella massiliensis
Diop	Varibaculum cambriense
Diop	Variovorax paradoxus
Diop	Veillonella atypica
Diop	Veillonella dispar
Diop	Veillonella montpellierensis
Diop	Veillonella parvula
PubMed	Veillonella seminalis
Diop	Virgibacillus proomii
Diop	Viridibacillus arenosi
Diop	Viridibacillus arvi
Diop	Weeksella virosa
Diop	Weissella cibaria
Diop	Weissella soli
Diop	Weissella viridescens
Diop	Xanthomonas campestris
Diop	Xanthomonas vesicatoria
Diop	Yersinia enterocolitica
Diop	Zobellia laminariae
Diop	Zoogloea ramigera
